customer_key,customer_name,email,city,country,segment
844675,Melissa Harris,melissa_har@gmail.com,Portland,UK,Corporate
567748,Marlene Weber,marlene348@gmail.com,Portland,US,Corporate
1774008,Leila Haddad,leila249@outlook.com,Fort Worth,IN,Consumer
1730360,Kenneth Reed,kreed@gmail.com,Philadelphia,DE,Consumer
1854207,Paul Miller,pmiller@outlook.com,Austin,DE,Consumer
1385951,Wolfgang Wolf,wolfgang460@gmail.com,Philadelphia,US,Corporate
734964,Emeka Adeyemi,eadeyemi@icloud.com,Columbus,US,Corporate
305967,Luis Aguilar,luisaguilar@protonmail.com,Fort Worth,BR,Consumer
1195006,Hector Ruiz,hector.ruiz@gmail.com,San Jose,BR,Home Office
1149126,Nancy Cox,nancy.cox@outlook.com,Denver,US,Consumer
975678,Paolo Lombardi,paolo121@gmail.com,New York,UK,Corporate
779025,Giulia Romano,giuliaromano@protonmail.com,Houston,UK,Consumer
3908,Sophie Michel,sophie.mic@gmail.com,Chicago,IN,Consumer
649320,Seo-yeon Oh,soh@gmail.com,San Antonio,US,Corporate
1534954,Dinesh Chatterjee,dineshcha@yahoo.com,Columbus,IN,Corporate
820496,Luis Ramos,luis859@yahoo.com,Chicago,DE,Consumer
554107,Sekou Cisse,scisse@outlook.com,Boston,UK,Consumer
773532,Yun Li,yun682@protonmail.com,Austin,US,Consumer
335197,Betty Jackson,bjackson@gmail.com,Chicago,DE,Consumer
1188174,Amadou Okafor,amadou2@gmail.com,New York,IN,Consumer
1992900,Yuto Watanabe,yuto170@gmail.com,Portland,UK,Consumer
1511100,Aurelie Simon,aureliesim@gmail.com,Columbus,IN,Consumer
955969,Juana Jimenez,juana_jim@gmail.com,Dallas,IN,Corporate
1348107,Ines Gutierrez,igutierrez@icloud.com,Austin,UK,Home Office
519861,Pilar Lopez,pilar.lopez@gmail.com,Nashville,CA,Corporate
186599,Owen Walker,owen62@gmail.com,Los Angeles,DE,Home Office
1609829,Mei Li,mei.li@gmail.com,Columbus,US,Corporate
1620312,George Murphy,gmurphy@gmail.com,San Antonio,UK,Corporate
319745,Patricia Young,pyoung@yahoo.com,Denver,US,Consumer
1589453,Sabine Faure,sabinefaure@outlook.com,Boston,DE,Consumer
199093,Fang Li,fangli@gmail.com,Portland,IN,Corporate
1682384,Alejandro Alvarez,alejandro_alv@outlook.com,Philadelphia,US,Home Office
240895,Javier Hernandez,jhernandez@gmail.com,Chicago,IN,Home Office
126292,Ronald Cox,ronald.cox@hotmail.com,Nashville,US,Consumer
604254,Francisco Sanchez,fsanchez@icloud.com,Dallas,US,Consumer
10371,Kwame Nwosu,kwamenwosu@gmail.com,Boston,US,Corporate
1613694,Jason Howard,jason683@hotmail.com,Dallas,CA,Home Office
1444573,Aya Awad,aawad@outlook.com,San Jose,BR,Corporate
1273393,Zara Ndiaye,zara.ndiaye@gmail.com,Phoenix,DE,Consumer
47776,DeShawn Boateng,dboateng@protonmail.com,New York,US,Corporate
1575755,Cesar Perez,cperez@gmail.com,Fort Worth,UK,Home Office
61806,Ruben Alvarez,ralvarez@gmail.com,Fort Worth,IN,Consumer
518229,Kemi Sow,ksow@gmail.com,Jacksonville,UK,Consumer
980703,Mateo Cruz,mcruz@gmail.com,San Jose,IN,Corporate
1536767,Chloe Jones,chloe98@icloud.com,Fort Worth,US,Corporate
947328,Anil Reddy,anil60@yahoo.com,Portland,US,Consumer
1944923,Wolfgang Wolf,wolfgang.wol@gmail.com,Los Angeles,IN,Consumer
265347,Michelle Robinson,michelle_rob@yahoo.com,Denver,BR,Consumer
1437816,Nisha Bose,nisha.bose@outlook.com,Columbus,UK,Consumer
1845276,Markus Schwarz,markus.sch@gmail.com,Dallas,IN,Consumer
1938030,Alice Colombo,acolombo@outlook.com,San Antonio,CA,Home Office
733952,Salma Khoury,salma.khoury@icloud.com,Jacksonville,BR,Corporate
974893,Suresh Singh,ssingh@gmail.com,Columbus,DE,Corporate
1958973,Bilal Mansour,bilal_mansour@gmail.com,Austin,BR,Consumer
100799,Ethan Adams,ethan.ada@gmail.com,Phoenix,BR,Consumer
1231903,Lei Liang,lei702@outlook.com,Jacksonville,CA,Consumer
946744,Aishwarya Agarwal,aishwaryaagarwal@gmail.com,Denver,UK,Consumer
775920,Alessandro DeLuca,alessandro_deluca@outlook.com,Chicago,US,Corporate
1683548,Nancy Reed,nreed@gmail.com,Phoenix,UK,Corporate
791957,Rania Awad,rania263@yahoo.com,Nashville,DE,Consumer
896971,Veronica Aguilar,veronicaagu@icloud.com,Houston,BR,Consumer
680702,Richard Anderson,richardand@gmail.com,Austin,US,Consumer
1979809,Mei Liu,mliu@gmail.com,Boston,DE,Home Office
791810,Vidya Pillai,vidya72@gmail.com,Phoenix,US,Consumer
1380720,Aiden Cook,acook@gmail.com,Boston,BR,Corporate
237693,Andres Lopez,andreslopez@gmail.com,Portland,UK,Corporate
1931132,Olivia Johnson,ojohnson@gmail.com,Seattle,IN,Consumer
927943,Yaw Sane,yaw987@gmail.com,Philadelphia,DE,Consumer
1359273,Hao Gao,hao.gao@outlook.com,San Antonio,DE,Consumer
852496,Chloe Evans,cevans@gmail.com,Los Angeles,IN,Home Office
1343798,Andrew Turner,andrewturner@gmail.com,New York,US,Corporate
1095265,Diego Lopez,diego458@gmail.com,Portland,DE,Consumer
1740041,Owen Parker,owen_par@outlook.com,Phoenix,DE,Consumer
884023,Rebecca Carter,rcarter@icloud.com,New York,IN,Consumer
1792808,Yuya Tanaka,yuya344@gmail.com,Dallas,IN,Consumer
1688786,Rin Yamada,rin.yam@yahoo.com,Seattle,US,Home Office
790033,James Young,james.you@gmail.com,New York,DE,Consumer
482841,Thomas Ward,tward@gmail.com,Portland,IN,Consumer
1715630,Marisol Sanchez,marisolsan@gmail.com,Nashville,US,Consumer
391046,Manuel Rogers,manuel_rog@gmail.com,San Diego,UK,Corporate
1237840,Ji-ho Kim,jiho_kim@icloud.com,Denver,DE,Consumer
1153619,Ousmane Mensah,ousmanemen@protonmail.com,San Antonio,US,Consumer
1945165,Lea Martin,leamar@outlook.com,Phoenix,IN,Consumer
1668226,Camila Rivera,crivera@gmail.com,Jacksonville,US,Consumer
1705322,Kemi Adeyemi,kemiade@gmail.com,San Diego,UK,Consumer
302716,Sophia Anderson,sophiaand@gmail.com,San Antonio,IN,Home Office
146609,Faisal Awad,fawad@gmail.com,San Antonio,CA,Consumer
1190468,Claire Garcia,claire.garcia@gmail.com,New York,UK,Corporate
1027139,Liam Wright,liam108@gmail.com,Phoenix,CA,Consumer
798910,Carlos Garcia,carlosgarcia@hotmail.com,Boston,US,Consumer
992136,Kimberly Williams,kimberly.williams@gmail.com,Fort Worth,UK,Consumer
1798174,Samira Rahman,srahman@icloud.com,Chicago,UK,Corporate
1231847,Farah Saleh,fsaleh@outlook.com,New York,IN,Consumer
1283824,Chloe Martin,chloe531@gmail.com,Seattle,US,Corporate
977639,Aaliyah Okafor,aaliyah_okafor@gmail.com,Dallas,UK,Consumer
948581,Greta Ferrari,gferrari@yahoo.com,New York,DE,Corporate
1208146,Sarah Bell,sbell@gmail.com,Fort Worth,IN,Consumer
1296803,Jeffrey Harris,jeffrey_harris@gmail.com,Charlotte,IN,Consumer
1631818,Ethan Stewart,ethan.stewart@gmail.com,Philadelphia,UK,Consumer
1636635,Florian Walker,florian741@gmail.com,San Diego,IN,Corporate
1698100,Carol Davis,carol_dav@icloud.com,Fort Worth,CA,Consumer
81365,Susan Jones,susanjon@gmail.com,Austin,CA,Corporate
1156455,Emily Jones,emily.jones@gmail.com,Nashville,US,Consumer
1110905,Ines Ramirez,ines688@gmail.com,Jacksonville,US,Corporate
1022233,Carlos Ortiz,carlos201@icloud.com,San Diego,DE,Consumer
493400,Hannah Howard,hannah.how@gmail.com,San Diego,US,Consumer
98620,Sebastian Jimenez,sebastian_jimenez@gmail.com,Fort Worth,US,Home Office
1119314,Antonio Torres,antonio98@gmail.com,Fort Worth,DE,Consumer
1331914,Michelle Martin,michelle784@gmail.com,Dallas,US,Consumer
163581,Anthony Roberts,anthonyrob@gmail.com,Charlotte,IN,Consumer
1567365,William Guo,williamguo@gmail.com,Nashville,IN,Corporate
319292,Antonio Reyes,antonio655@yahoo.com,New York,DE,Consumer
140452,Veronica Perez,veronica.per@icloud.com,San Antonio,DE,Consumer
64485,Caleb Phillips,calebphillips@yahoo.com,Philadelphia,DE,Home Office
1899958,Florian Fischer,florianfischer@outlook.com,Dallas,US,Consumer
1252996,Abena Okafor,abena.okafor@yahoo.com,Seattle,US,Consumer
986888,Isabella Alvarez,isabellaalvarez@yahoo.com,New York,CA,Consumer
926779,Margaux Durand,margauxdurand@gmail.com,Austin,UK,Consumer
1553426,Elizabeth Smith,elizabeth.smith@hotmail.com,San Antonio,IN,Corporate
600280,Rin Ito,rin_ito@protonmail.com,Charlotte,DE,Consumer
1215162,Abigail Miller,amiller@icloud.com,Phoenix,CA,Consumer
376021,Hana Khalil,hanakhalil@outlook.com,Austin,UK,Consumer
356845,Grace White,gwhite@outlook.com,Columbus,UK,Consumer
451947,Chloe Keita,chloe675@outlook.com,Denver,DE,Home Office
336942,Fang Cao,fangcao@yahoo.com,Columbus,US,Corporate
1494693,Lakshmi Rao,lakshmi249@gmail.com,Austin,IN,Corporate
1008778,Faisal Najjar,faisal_najjar@outlook.com,Dallas,IN,Consumer
1704902,Dinesh Banerjee,dinesh.ban@icloud.com,Boston,US,Corporate
1173736,Grace Thompson,grace.tho@icloud.com,Jacksonville,US,Consumer
461889,Diego Aguilar,daguilar@gmail.com,Philadelphia,IN,Consumer
695701,Ethan Harris,eharris@gmail.com,Denver,IN,Home Office
536859,Chiara Rossi,chiara.ros@gmail.com,New York,UK,Consumer
657041,Ashley Morris,ashley718@gmail.com,San Jose,US,Consumer
1133388,Liam Green,liam_green@protonmail.com,Denver,US,Consumer
1070471,Folake Asante,folakeasa@outlook.com,Portland,BR,Corporate
1686170,Yong Xu,yxu@icloud.com,Jacksonville,UK,Home Office
1322103,Rebecca Green,rebecca.green@yahoo.com,Austin,UK,Corporate
572259,Ashley Reed,ashley_ree@gmail.com,Dallas,UK,Home Office
673641,Kemi Sane,kemi.san@outlook.com,Columbus,UK,Consumer
1331504,Ingrid Klein,ingrid242@hotmail.com,Jacksonville,DE,Consumer
1041364,Manoj Nair,manoj72@gmail.com,Phoenix,BR,Corporate
897155,Pranav Kapoor,pkapoor@protonmail.com,Phoenix,US,Corporate
840723,Rohan Rao,rrao@gmail.com,Austin,US,Corporate
1240084,Sunita Shah,sunita353@yahoo.com,San Antonio,US,Corporate
1289013,Pilar Moreno,pilar.moreno@gmail.com,San Antonio,IN,Corporate
1345008,Pablo Herrera,pablo775@outlook.com,Austin,IN,Home Office
226805,Barbara Bailey,barbara.bai@hotmail.com,Nashville,DE,Consumer
1419227,Camila Jimenez,camila644@outlook.com,Phoenix,UK,Consumer
977391,Ashok Menon,ashok.men@outlook.com,Phoenix,US,Consumer
182416,Lan Sun,lsun@outlook.com,Portland,DE,Consumer
1996295,Pallavi Desai,pallavi633@gmail.com,Phoenix,UK,Consumer
1050793,Ginevra Rizzo,grizzo@icloud.com,Denver,DE,Consumer
147733,Sanjay Chatterjee,sanjay32@gmail.com,Columbus,BR,Corporate
109685,Lisa Davis,lisadav@outlook.com,San Diego,IN,Consumer
255616,Akosua Cisse,akosua231@icloud.com,Dallas,US,Home Office
437581,Rekha Rao,rrao@gmail.com,Seattle,IN,Corporate
1071058,Simone Diallo,simone.dia@gmail.com,Charlotte,BR,Corporate
1687701,Yong Liang,yong749@outlook.com,Columbus,BR,Home Office
1044421,Emma Girard,egirard@yahoo.com,Philadelphia,UK,Consumer
102378,Carmen Sanchez,csanchez@icloud.com,Fort Worth,CA,Consumer
16588,Wei Liang,wei_liang@gmail.com,Jacksonville,CA,Consumer
1065954,Ayumi Nakamura,anakamura@outlook.com,Seattle,CA,Consumer
491719,Folake Okafor,folakeokafor@yahoo.com,Phoenix,DE,Consumer
1843999,Omar Said,omar_sai@outlook.com,Portland,DE,Home Office
1606325,Sekou Toure,sekou_toure@gmail.com,Boston,IN,Home Office
1425957,Fang Xu,fxu@icloud.com,Phoenix,US,Consumer
85141,Malik Adeyemi,malik_adeyemi@outlook.com,Austin,UK,Consumer
1027163,Sandra Cook,sandra736@outlook.com,Nashville,BR,Corporate
1858809,Yuya Nakamura,yuyanak@gmail.com,Fort Worth,IN,Consumer
1425614,Jessica Stewart,jessica39@gmail.com,Jacksonville,US,Home Office
922999,Ye-jin Ahn,yejin_ahn@gmail.com,San Antonio,US,Corporate
326902,Jonas Klein,jklein@outlook.com,San Diego,UK,Corporate
313288,Ji-hoon Lee,jihoon997@yahoo.com,San Jose,US,Consumer
1229041,Meera Bhat,mbhat@protonmail.com,Chicago,UK,Consumer
1579990,James Campbell,jcampbell@gmail.com,Charlotte,US,Corporate
1849933,Thomas Bailey,thomas112@yahoo.com,Jacksonville,CA,Corporate
1198822,Aarti Bailey,aartibailey@gmail.com,San Antonio,UK,Corporate
1010205,Paul Rogers,paul.rogers@icloud.com,San Antonio,US,Corporate
1715506,Michelle Morgan,michelle.mor@icloud.com,San Jose,DE,Consumer
585198,Valentina Ruiz,valentina492@yahoo.com,Portland,IN,Corporate
140879,Francesca Romano,francesca.romano@yahoo.com,San Diego,US,Consumer
379025,Laura Jung,ljung@yahoo.com,Charlotte,US,Home Office
451592,Christopher Young,christopheryoung@outlook.com,Portland,IN,Consumer
1340986,Pooja Patel,pooja779@yahoo.com,Portland,DE,Consumer
1999673,Michelle Rogers,michelle156@outlook.com,Portland,IN,Corporate
719376,Arjun Hegde,arjun84@protonmail.com,Philadelphia,UK,Consumer
1991754,Sneha Reddy,sneha_red@icloud.com,San Diego,UK,Home Office
646704,Santiago Reyes,santiagorey@gmail.com,Portland,BR,Corporate
1858333,Nikhil Desai,nikhil.des@gmail.com,Portland,US,Consumer
1608434,Bin Chen,binche@yahoo.com,Philadelphia,DE,Consumer
1743018,Santiago Medina,santiagomedina@icloud.com,Dallas,CA,Home Office
1904083,Lucia Reyes,lucia.reyes@yahoo.com,Dallas,BR,Corporate
1848650,Mariana Diaz,marianadia@gmail.com,Los Angeles,CA,Consumer
1747240,Arjun Mehta,arjun.meh@gmail.com,Fort Worth,CA,Home Office
1301860,Paolo Ferrari,paolo855@outlook.com,Chicago,DE,Consumer
25435,Seo-jun Cho,seojuncho@gmail.com,Los Angeles,UK,Corporate
26123,Caleb Allen,caleb892@gmail.com,Jacksonville,US,Corporate
1603895,Ji-woo Seo,jiwooseo@outlook.com,Jacksonville,UK,Home Office
1027353,Lakshmi Desai,ldesai@gmail.com,Seattle,IN,Consumer
1951303,Ibrahim Karim,ibrahim_kar@gmail.com,Portland,UK,Corporate
669539,Huda Karim,huda_kar@icloud.com,San Jose,US,Consumer
103188,Daniel Richter,daniel.richter@gmail.com,Philadelphia,US,Home Office
1395130,Lucas Stewart,lucas532@protonmail.com,Boston,US,Home Office
353352,Donna Ward,donna.war@gmail.com,San Jose,US,Home Office
790807,Sabine Zimmermann,sabine.zim@gmail.com,Houston,US,Consumer
22760,Amelia Wright,ameliawright@gmail.com,Fort Worth,US,Consumer
1221621,Feng Wang,feng392@outlook.com,Denver,US,Consumer
747091,Greta Esposito,greta837@outlook.com,Columbus,IN,Consumer
124,Darius Sow,darius.sow@outlook.com,Columbus,UK,Consumer
1481809,Veronica Perez,vperez@hotmail.com,Columbus,US,Consumer
519280,Nisha Banerjee,nisha_ban@outlook.com,Seattle,US,Consumer
960140,Marco Colombo,marco.col@gmail.com,Jacksonville,UK,Home Office
602386,Nao Sasaki,nao345@icloud.com,Denver,IN,Consumer
322724,Kimberly Young,kimberly_you@icloud.com,Fort Worth,US,Home Office
1576384,Meera Malhotra,meera.mal@gmail.com,San Jose,IN,Home Office
1099931,Patricia Gutierrez,patricia.gutierrez@gmail.com,Nashville,DE,Home Office
756757,Gabriela Lopez,gabrielalopez@gmail.com,Fort Worth,US,Corporate
659285,Riccardo Ricci,rricci@gmail.com,New York,DE,Corporate
1305360,Gaurav Das,gaurav873@gmail.com,Philadelphia,UK,Consumer
1701501,Rajesh Iyer,rajesh.iye@protonmail.com,Austin,DE,Consumer
1516668,Elijah Mitchell,elijahmitchell@protonmail.com,Portland,UK,Home Office
1631011,Vikram Mehta,vikrammeh@gmail.com,Austin,DE,Home Office
769074,Andrea Moretti,amoretti@outlook.com,Houston,BR,Corporate
612591,Neha Pillai,neha_pillai@gmail.com,Philadelphia,UK,Consumer
1747943,Patricia Flores,patriciaflores@icloud.com,Charlotte,CA,Consumer
377449,Ashley Simon,ashleysim@gmail.com,Columbus,US,Consumer
1492543,Gabriel Petit,gabriel.petit@icloud.com,San Diego,US,Home Office
1227284,John Phillips,john_phi@hotmail.com,Seattle,IN,Home Office
716487,Lin Xie,lxie@gmail.com,Jacksonville,DE,Consumer
442802,Joseph Mitchell,joseph.mitchell@yahoo.com,Houston,US,Corporate
263804,Jennifer Robinson,jrobinson@gmail.com,Phoenix,UK,Consumer
1274519,Jessica Thomas,jessica227@yahoo.com,Chicago,US,Corporate
210610,Dinesh Kumar,dinesh950@protonmail.com,Boston,UK,Home Office
1444745,So-yeon Yoon,soyeonyoo@outlook.com,Jacksonville,DE,Home Office
1376280,Jing Zheng,jing.zheng@icloud.com,Chicago,US,Home Office
569936,Hamza Yousef,hamza.you@gmail.com,Nashville,US,Consumer
224332,Ava Wilson,avawil@gmail.com,San Jose,UK,Consumer
525476,Folake Okafor,folake63@gmail.com,San Antonio,US,Consumer
1479984,Shu Li,shu_li@icloud.com,Portland,US,Consumer
189948,Qing Sun,qing476@yahoo.com,Dallas,US,Consumer
71081,Andreas Bauer,andreasbau@outlook.com,Boston,IN,Consumer
318901,Kiran Sharma,kiran138@gmail.com,Charlotte,BR,Corporate
1149540,Yan Gao,ygao@gmail.com,New York,CA,Home Office
1641800,Jack Johnson,jjohnson@outlook.com,Jacksonville,CA,Corporate
970057,Swati Bhat,swatibhat@hotmail.com,Austin,DE,Consumer
1440122,Darius Mensah,darius_mensah@outlook.com,Seattle,DE,Consumer
564960,Mark Jones,mark.jones@gmail.com,Fort Worth,US,Corporate
638609,Hannah Ricci,hannah390@icloud.com,Columbus,US,Corporate
1143052,Diego Garcia,diego955@icloud.com,Denver,BR,Corporate
1323,Andrew Robinson,andrewrobinson@gmail.com,Fort Worth,DE,Corporate
1105768,Hyun-woo Song,hyunwoo336@outlook.com,Nashville,IN,Consumer
923036,Ousmane Eze,ousmane.eze@yahoo.com,Columbus,UK,Consumer
1650171,Lea Andre,leaandre@gmail.com,Austin,US,Consumer
199313,Ritu Sharma,ritu.sha@protonmail.com,Dallas,DE,Consumer
351876,Lei Zhou,lei.zho@protonmail.com,Columbus,CA,Home Office
314499,Leila Ali,leila_ali@yahoo.com,Portland,UK,Consumer
756977,Claire Morel,cmorel@gmail.com,Los Angeles,DE,Consumer
463513,Stephanie Smith,stephanie_smith@yahoo.com,Los Angeles,BR,Consumer
539342,Veronica Ramirez,veronica.ramirez@gmail.com,Los Angeles,BR,Home Office
1504560,Olivia Cooper,olivia.cooper@protonmail.com,Fort Worth,IN,Consumer
1347523,Zahra Hassan,zahra.hassan@protonmail.com,Denver,UK,Corporate
866382,Jessica Davis,jessicadav@gmail.com,Jacksonville,DE,Consumer
1474822,James Mitchell,james613@gmail.com,Boston,IN,Consumer
277346,Santiago Ortiz,santiagoortiz@yahoo.com,New York,BR,Corporate
695012,Jabari Okeke,jabari.oke@outlook.com,Chicago,IN,Consumer
280452,Min-jun Park,minjun690@yahoo.com,Dallas,CA,Consumer
371953,Nia Sane,nia.san@yahoo.com,San Diego,BR,Consumer
1772902,Emma Scott,emma.sco@gmail.com,Nashville,US,Corporate
1832356,Liam Bell,liam_bell@outlook.com,Denver,DE,Corporate
255567,Eduardo Martinez,eduardo307@gmail.com,Los Angeles,US,Consumer
756027,Ricardo Aguilar,ricardo166@outlook.com,Chicago,US,Consumer
1539671,Ibrahim Hassan,ibrahim.has@gmail.com,Jacksonville,BR,Consumer
1167857,Chae-won Hwang,chaewon.hwang@hotmail.com,Philadelphia,US,Consumer
484867,Betty Hall,betty.hal@gmail.com,San Jose,UK,Home Office
1744719,Laurent Morel,laurent.morel@gmail.com,Denver,US,Consumer
1604462,Mary Jackson,mary974@outlook.com,Dallas,BR,Consumer
780171,Fang Li,fli@gmail.com,Phoenix,BR,Corporate
1924261,Eduardo Lopez,eduardolopez@gmail.com,Philadelphia,UK,Consumer
1550662,Noah Rogers,noahrog@gmail.com,Boston,BR,Consumer
524738,Jennifer Martin,jennifermar@gmail.com,Houston,UK,Consumer
1290362,Priya Reddy,priya.red@protonmail.com,Philadelphia,UK,Consumer
696966,Pedro Flores,pedro.flores@outlook.com,Austin,UK,Consumer
892016,Patricia Torres,patricia.torres@icloud.com,Seattle,UK,Corporate
1855803,Radha Rao,radha.rao@protonmail.com,Austin,US,Corporate
1139569,Caleb Miller,caleb.mil@outlook.com,Columbus,IN,Consumer
739069,Hassan Mansour,hassan.man@yahoo.com,Charlotte,BR,Consumer
364156,Rajesh Shah,rajeshsha@protonmail.com,Boston,US,Corporate
1288953,Tobias Zimmermann,tobias134@gmail.com,San Diego,BR,Corporate
1805514,Teresa Ramirez,teresa.ramirez@hotmail.com,Houston,DE,Consumer
1740556,Patricia Mendoza,patricia74@gmail.com,Nashville,UK,Corporate
140509,Lucia Ortiz,lucia.ortiz@hotmail.com,San Antonio,BR,Consumer
1239419,Ronald Smith,ronald.smi@gmail.com,Dallas,DE,Corporate
94383,Elizabeth Turner,elizabeth.tur@hotmail.com,San Jose,UK,Consumer
323093,Lisa Gupta,lisa455@outlook.com,San Diego,DE,Home Office
797480,Sarah Carter,sarah179@outlook.com,Austin,IN,Consumer
824921,Alejandra Castillo,alejandra755@icloud.com,Phoenix,US,Consumer
195251,Christopher Wright,christopherwright@gmail.com,San Jose,US,Consumer
1282160,Pranav Gupta,pranav364@gmail.com,Philadelphia,UK,Home Office
1249680,Jack Bell,jack.bell@outlook.com,Houston,US,Corporate
1809170,Dorothy Murphy,dmurphy@gmail.com,Philadelphia,IN,Consumer
1499571,Neha Reddy,neha_reddy@gmail.com,Houston,US,Corporate
38826,Swati Banerjee,swatiban@outlook.com,Philadelphia,CA,Consumer
1433140,Patricia Ward,patricia370@protonmail.com,Houston,US,Consumer
1484120,Maximilian Neumann,mneumann@hotmail.com,Nashville,CA,Corporate
135509,Farah Awad,farah436@outlook.com,Nashville,US,Consumer
764124,Betty Baker,betty_bak@gmail.com,San Jose,IN,Consumer
1488024,Catalina Ruiz,catalinarui@outlook.com,Portland,DE,Corporate
361284,Li Sun,li.sun@gmail.com,Philadelphia,US,Corporate
189617,Elena Mendoza,emendoza@yahoo.com,Dallas,US,Home Office
308575,Amanda Cooper,acooper@gmail.com,Phoenix,UK,Corporate
390003,Grace Parker,gparker@icloud.com,Portland,UK,Consumer
60661,Rosa Reyes,rosa549@gmail.com,Jacksonville,DE,Home Office
1657899,Ava Collins,avacol@outlook.com,Houston,CA,Consumer
1354887,Harper Williams,harper355@yahoo.com,Fort Worth,IN,Corporate
1960674,Ricardo Gutierrez,ricardogutierrez@gmail.com,Phoenix,US,Home Office
1049145,Chloe Scott,chloe.scott@gmail.com,Fort Worth,DE,Corporate
1758548,Manuel Jimenez,mjimenez@gmail.com,Phoenix,US,Consumer
59191,Noah Miller,nmiller@yahoo.com,San Antonio,IN,Consumer
170883,Yasmin Khalil,yasmin.kha@outlook.com,Fort Worth,IN,Consumer
57742,Imani Boateng,iboateng@protonmail.com,New York,UK,Corporate
1920492,Abigail Nelson,anelson@gmail.com,Fort Worth,US,Corporate
1667541,Andres Ramos,andresram@gmail.com,San Jose,IN,Home Office
1784291,Mateo Ramirez,mateo709@gmail.com,Philadelphia,US,Corporate
1830970,Michael Wilson,michaelwil@gmail.com,Philadelphia,UK,Consumer
936097,Davide Colombo,dcolombo@icloud.com,Dallas,US,Consumer
1402966,Olivia Evans,olivia701@gmail.com,Philadelphia,CA,Consumer
56551,George Cox,gcox@gmail.com,Columbus,DE,Corporate
1125535,Veronica Ramirez,veronica_ram@hotmail.com,Houston,IN,Corporate
1659850,Gaurav Agarwal,gagarwal@hotmail.com,Houston,US,Consumer
1110714,Ricardo Diaz,ricardo.dia@outlook.com,Portland,CA,Consumer
1819306,Aaliyah Toure,aaliyah.tou@outlook.com,Phoenix,BR,Consumer
1257315,Betty Hall,betty.hall@protonmail.com,San Antonio,UK,Corporate
1073430,Isabelle Simon,isabellesimon@yahoo.com,Columbus,US,Consumer
111748,Luis Ramos,luisramos@gmail.com,San Antonio,IN,Consumer
1836826,Fang Luo,fangluo@hotmail.com,Houston,DE,Home Office
354231,Jeffrey Mitchell,jeffrey.mit@gmail.com,San Antonio,US,Consumer
1169949,Gaurav Patel,gaurav.patel@gmail.com,Dallas,US,Home Office
848828,Amira Farah,amira.farah@icloud.com,Dallas,US,Consumer
493431,Ashley Phillips,aphillips@gmail.com,Portland,UK,Consumer
1515350,Alice Andre,alice_and@gmail.com,Houston,US,Consumer
1535594,Robert Jackson,robert208@gmail.com,Charlotte,BR,Consumer
676766,Martina Rossi,mrossi@yahoo.com,Philadelphia,DE,Home Office
900418,Amanda Wilson,awilson@gmail.com,Charlotte,IN,Consumer
145563,Timothy Durand,timothydur@gmail.com,Chicago,UK,Home Office
607433,Lakshmi Malhotra,lakshmi902@gmail.com,Columbus,DE,Corporate
397267,Alejandra Aguilar,alejandra344@hotmail.com,Nashville,DE,Consumer
1795530,Caleb Mitchell,cmitchell@hotmail.com,Los Angeles,IN,Home Office
1353513,Tao Zheng,tao455@yahoo.com,Fort Worth,BR,Home Office
286609,Jennifer Bell,jennifer.bell@gmail.com,Chicago,US,Consumer
666895,Joseph Jackson,joseph_jackson@gmail.com,Portland,US,Corporate
525543,Emi Watanabe,emiwat@outlook.com,Austin,US,Home Office
129717,Adaeze Diallo,adaeze552@gmail.com,Dallas,UK,Home Office
1007974,Hui Yang,huiyan@outlook.com,San Diego,US,Corporate
1684738,Ruben Ortiz,rortiz@outlook.com,San Diego,DE,Corporate
1424217,Samira Karim,samira.kar@outlook.com,Charlotte,BR,Consumer
1781621,Yaw Okafor,yaw627@gmail.com,Phoenix,UK,Consumer
1170277,Daniel Evans,danieleva@outlook.com,Chicago,BR,Corporate
1209452,Jonas Hoffmann,jonashoffmann@outlook.com,Chicago,BR,Consumer
1606343,Deborah Brown,deborahbrown@yahoo.com,Chicago,UK,Corporate
1598033,Gabriele Colombo,gabriele.colombo@gmail.com,New York,IN,Home Office
210223,Chao Luo,chao523@gmail.com,Nashville,IN,Consumer
94618,Ashok Kapoor,akapoor@icloud.com,Seattle,US,Corporate
299472,Franziska Hoffmann,fhoffmann@gmail.com,Seattle,US,Consumer
385673,Brian Scott,bscott@gmail.com,Dallas,UK,Corporate
1545914,Andreas Hofmann,andreashofmann@gmail.com,New York,US,Corporate
1321833,Donald Baker,donald28@gmail.com,Charlotte,US,Consumer
1157880,Linda Turner,linda.turner@gmail.com,Phoenix,IN,Corporate
1792043,Karen Wilson,karenwilson@yahoo.com,Portland,DE,Consumer
1479681,Edward Smith,edward247@gmail.com,Nashville,CA,Home Office
1037842,Juan Hu,juanhu@gmail.com,San Jose,BR,Home Office
890785,Kojo Asante,kojo435@yahoo.com,Boston,IN,Consumer
1082198,Marisol Gonzalez,marisol589@gmail.com,Los Angeles,BR,Consumer
944160,Donna Richardson,drichardson@outlook.com,San Antonio,BR,Consumer
646547,Ronald Green,ronaldgreen@gmail.com,Charlotte,IN,Home Office
1605067,Pedro Hernandez,pedroher@outlook.com,Denver,CA,Home Office
1948305,Deborah Cook,deborah867@hotmail.com,Phoenix,US,Corporate
